id,date,user_id,user_username,user_displayname,replyCount,retweetCount,likeCount,quoteCount,viewCount,searched_keyword,cleaned_text,hashtag_text,year,month_year,Sentiment
1618244414383722499,2023-01-25 13:48:28+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,89,261,840,14,8828,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is January 24th, 2023 and Trump still my President!! Who's with me?",,2023,2023-01,Negative
1642123145644593157,2023-04-01 11:14:01+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,71,221,958,15,15926,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Who's ready for the 2024 return of the greatest President in American history, Donald Trump? Trump 2024!!",,2023,2023-04,Positive
1642511104126353413,2023-04-02 12:55:38+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,120,394,1706,28,44686,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is April 2nd, 2023 and Donald Trump still my President",,2023,2023-04,Negative
1645402101957394432,2023-04-10 12:23:25+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,30,110,422,3,6640,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is April 10th, 2023 and Trump still my President!!",,2023,2023-04,Negative
1646323477971103744,2023-04-13 01:24:39+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,34,89,390,9,5387,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Whos ready for this beautiful couple to be back in the White House?,TRUMP2024ToSaveAmerica,2023,2023-04,Positive
1648285762314711040,2023-04-18 11:22:04+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,65,163,687,8,14241,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is April 18th, 2023 and Trump still my President!!",,2023,2023-04,Positive
1679815741661655046,2023-07-14 11:30:56+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,168,279,978,19,20226,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is July 14th,2023 and Trump still my President!! Who's with me?",,2023,2023-07,Positive
1706652806667743703,2023-09-26 12:51:51+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,161,219,766,11,8250,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is September 26th, 2023 and Trump still my President!! Who's with me?",,2023,2023-09,Positive
1717720711974838423,2023-10-27 01:51:46+00:00,450235955,4Mischief,ISI,53,301,647,14,15907,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"One more year of this ridiculous administration, then President Trump returns on Monday, January 20, 2025 with a vengeance and will steamroll anyone who gets in the way of Making America Great Again and putting the world at peace",Trump2024,2023,2023-10,Negative
1734193474776551735,2023-12-11 12:48:38+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,746,457,2546,35,32763,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Who's ready for the 2024 return of the greatest President in American history, Donald J Trump? MAGA",,2023,2023-12,Positive
1739602992029151478,2023-12-26 11:04:08+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,1370,555,3795,59,46802,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Today is December 26th, and Donald Trump still My President! Who's with me?",Trump2024,2023,2023-12,Positive
1749486849834295712,2024-01-22 17:39:03+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,779,398,2939,44,38379,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Drop a if youre committed to ensuring Donald Trump is reinaugurated one year from today!!,,2024,2024-01,Negative
1752708525208588342,2024-01-31 15:00:50+00:00,1537291933495615488,TheThe1776,,28,191,398,3,7568,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Trump has accomplished so much for the good of this country in his four years as President, but is another reason why Americans love him.","TrumpIsThePeoplesPresident, Trump2024ToTakeBackAmerica",2024,2024-01,Positive
1764994617882403130,2024-03-05 12:41:23+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,202,174,815,11,8180,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Alright folks, we have 244 days to go out and win this thing for Donald Trump! Are you ready?",,2024,2024-03,Positive
1779209183948112276,2024-04-13 18:05:00+00:00,450235955,4Mischief,ISI,50,264,643,5,19964,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"Dark days are coming for liberal democrats when President Trump is inaugurated on Monday January 20, 2025",MAGAeclipse,2024,2024-04,Negative
1779840926250311900,2024-04-15 11:55:19+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,2806,810,7090,103,99764,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"President Donald Trump will get your vote on November 5, 2O24? Yes or No",,2024,2024-04,Neutral
1787998629481087070,2024-05-08 00:11:07+00:00,2468708726,G1rly_Tattooed,Trin1ty,42,316,666,7,12369,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,"All day every day, 182 days to make it official!",Trump2024,2024,2024-05,Positive
1795630890993008956,2024-05-29 01:39:00+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,1524,828,6145,83,80432,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Donald Trump will be 45 47 President of the United States! Drop a if you agree!!,,2024,2024-05,Positive
1801609634169438304,2024-06-14 13:36:23+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,2001,1003,6341,89,55911,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Drop a to spread the message! President Trump will be reelected Nov. 5Th in a landslide!.,,2024,2024-06,Positive
1803068935010504954,2024-06-18 14:15:08+00:00,1142736007567069184,SUBRATA30016572,Trump Lover,1061,805,3086,59,34837,TrumpIsMyPresident LoveTrump  until 2025-04-20 since  2024-12-06,Only 140 Days left for Donald Trump to become the next President of America. Drop a and Repost if you also support Trump for the President of America!,,2024,2024-06,Positive
